,songs,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
633,SO DONE,The Kid LAROI,Top Songs of 2021: New Zealand,0.719,0.598,9.0,-6.254,1.0,0.077,0.232,0.0,0.115,0.303,142.592,126521.0,69.0
634,Good Days,SZA,Top Songs of 2021: New Zealand,0.436,0.655,1.0,-8.37,0.0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204.0,78.0
635,WAP (feat. Megan Thee Stallion),Cardi B,Top Songs of 2021: New Zealand,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,187541.0,76.0
636,Therefore I Am,Billie Eilish,Top Songs of 2021: New Zealand,0.889,0.34,11.0,-7.773,0.0,0.0697,0.218,0.13,0.055,0.716,94.009,174321.0,70.0
637,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Top Songs of 2021: New Zealand,0.823,0.586,6.0,-6.606,0.0,0.2,0.114,0.0,0.193,0.347,125.971,190476.0,76.0
638,Dancing in the Moonlight (feat. NEIMY),Jubël,Top Songs of 2021: New Zealand,0.659,0.615,11.0,-5.865,0.0,0.0644,0.27,0.0,0.187,0.193,119.843,164010.0,71.0
639,WITHOUT YOU,The Kid LAROI,Top Songs of 2021: New Zealand,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0,73.0
640,Catching Feelings (feat. Six60),Drax Project,Top Songs of 2021: New Zealand,0.396,0.521,3.0,-5.877,1.0,0.101,0.605,0.0,0.157,0.34,175.558,218854.0,58.0
641,The Greatest,SIX60,Top Songs of 2021: New Zealand,0.616,0.621,2.0,-5.721,1.0,0.0456,0.323,1.48e-05,0.14,0.329,93.068,170922.0,41.0
642,34+35,Ariana Grande,Top Songs of 2021: New Zealand,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,173711.0,76.0
643,Take You Dancing,Jason Derulo,Top Songs of 2021: New Zealand,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,190306.0,73.0
644,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2021: New Zealand,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
646,Memories,Maroon 5,Top Songs of 2021: New Zealand,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,82.0
647,Anyone,Justin Bieber,Top Songs of 2021: New Zealand,0.686,0.538,2.0,-8.026,1.0,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779.0,0.0
648,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2021: New Zealand,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,81.0
649,The Business,Tiësto,Top Songs of 2021: New Zealand,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,164000.0,78.0
650,ROCKSTAR (feat. Roddy Ricch),DaBaby,Top Songs of 2021: New Zealand,0.746,0.69,11.0,-7.956,1.0,0.164,0.247,0.0,0.101,0.497,89.977,181733.0,75.0
651,Fly Away,Tones And I,Top Songs of 2021: New Zealand,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,178157.0,66.0
652,bad guy,Billie Eilish,Top Songs of 2021: New Zealand,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,79.0
653,Intentions (feat. Quavo),Justin Bieber,Top Songs of 2021: New Zealand,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,212867.0,72.0
654,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2021: New Zealand,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,75.0
655,Bang!,AJR,Top Songs of 2021: New Zealand,0.74,0.517,1.0,-6.233,0.0,0.0506,0.0183,0.0,0.0558,0.698,139.917,170858.0,68.0
656,willow,Taylor Swift,Top Songs of 2021: New Zealand,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,214707.0,74.0
657,Save Your Tears (Remix),"The Weeknd, Ariana Grande",Top Songs of 2021: New Zealand,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,79.0
658,Shape of You,Ed Sheeran,Top Songs of 2021: New Zealand,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,83.0
659,Cover Me In Sunshine,"P!nk, Willow Sage Hart",Top Songs of 2021: New Zealand,0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,141050.0,70.0
660,Roses (Imanbek Remix),SAINt JHN,Top Songs of 2021: New Zealand,0.769,0.719,8.0,-5.472,1.0,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867.0,63.0
661,What You Know Bout Love,Pop Smoke,Top Songs of 2021: New Zealand,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000.0,77.0
662,Hold On,Justin Bieber,Top Songs of 2021: New Zealand,0.658,0.634,1.0,-6.068,0.0,0.0431,0.0104,0.0,0.12,0.302,140.002,170813.0,72.0
663,Up,Cardi B,Top Songs of 2021: New Zealand,0.868,0.795,11.0,-6.044,1.0,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945.0,69.0
664,Africa,Toto,Top Songs of 2021: New Zealand,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893.0,80.0
665,Not My Neighbour,Niko Walters,Top Songs of 2021: New Zealand,0.769,0.435,1.0,-9.867,1.0,0.478,0.251,6.7e-05,0.107,0.827,66.056,233785.0,42.0
666,Monster,"Shawn Mendes, Justin Bieber",Top Songs of 2021: New Zealand,0.652,0.383,2.0,-7.076,0.0,0.0516,0.0676,0.0,0.0828,0.549,145.765,178994.0,68.0
667,Breaking Me,"Topic, A7S",Top Songs of 2021: New Zealand,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,73.0
668,Whoopty,CJ,Top Songs of 2021: New Zealand,0.719,0.648,3.0,-7.6,0.0,0.125,0.2,0.0,0.127,0.66,140.201,123263.0,69.0
669,Streets,Doja Cat,Top Songs of 2021: New Zealand,0.749,0.463,11.0,-8.433,1.0,0.0842,0.21,0.0382,0.338,0.189,90.035,226987.0,79.0
670,Circles,Post Malone,Top Songs of 2021: New Zealand,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,82.0
671,Please Don't Go,SIX60,Top Songs of 2021: New Zealand,0.706,0.52,11.0,-6.427,0.0,0.197,0.364,0.0,0.201,0.702,176.018,159728.0,37.0
672,traitor,Olivia Rodrigo,Top Songs of 2021: New Zealand,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,82.0
673,Afterglow,Ed Sheeran,Top Songs of 2021: New Zealand,0.641,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.328,0.273,110.184,185487.0,0.0
675,Beautiful Mistakes,"Maroon 5, Megan Thee Stallion",Top Songs of 2021: New Zealand,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,227395.0,77.0
676,Adore You,Harry Styles,Top Songs of 2021: New Zealand,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0,81.0
677,Midnight Sky,Miley Cyrus,Top Songs of 2021: New Zealand,0.699,0.805,4.0,-5.535,0.0,0.0345,0.00161,0.00177,0.249,0.232,109.976,223280.0,78.0
678,Riptide,Vance Joy,Top Songs of 2021: New Zealand,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,77.0
679,Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver",Top Songs of 2021: New Zealand,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.0,0.111,0.462,140.042,195429.0,72.0
680,INDUSTRY BABY,"Lil Nas X, Jack Harlow",Top Songs of 2021: New Zealand,0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000.0,80.0
681,Rain On Me,"Lady Gaga, Ariana Grande",Top Songs of 2021: New Zealand,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,182200.0,72.0
682,Vibes,SIX60,Top Songs of 2021: New Zealand,0.825,0.44,5.0,-8.465,0.0,0.0349,0.0375,1.84e-05,0.0946,0.692,103.0,211959.0,40.0
683,Thinking Out Loud,Ed Sheeran,Top Songs of 2021: New Zealand,0.781,0.445,2.0,-6.061,1.0,0.0296,0.474,0.0,0.184,0.591,78.997,281560.0,0.0
684,Long Gone,SIX60,Top Songs of 2021: New Zealand,0.655,0.416,2.0,-6.449,1.0,0.0723,0.504,0.0,0.0804,0.536,91.863,178080.0,41.0
685,Feel It Still,Portugal. The Man,Top Songs of 2021: New Zealand,0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253.0,73.0
686,No Role Modelz,J. Cole,Top Songs of 2021: New Zealand,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0,85.0
687,Ride It,Regard,Top Songs of 2021: New Zealand,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0,76.0
688,Sweet & Sour (feat. Lauv & Tyga),Jawsh 685,Top Songs of 2021: New Zealand,0.827,0.73,1.0,-5.324,1.0,0.0934,0.092,1.35e-05,0.258,0.679,95.003,163228.0,53.0
689,Youngblood,5 Seconds of Summer,Top Songs of 2021: New Zealand,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,77.0
690,Yes I Do,L.A.B,Top Songs of 2021: New Zealand,0.847,0.517,10.0,-7.786,1.0,0.029,0.0484,0.0165,0.072,0.848,96.009,310760.0,52.0
691,Save Your Tears,The Weeknd,Top Songs of 2021: New Zealand,0.68,0.826,0.0,-5.487,1.0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627.0,85.0
692,Before You Go,Lewis Capaldi,Top Songs of 2021: New Zealand,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,215107.0,80.0
693,Lonely,"Justin Bieber, benny blanco",Top Songs of 2021: New Zealand,0.619,0.241,11.0,-7.102,0.0,0.046,0.9,0.0,0.116,0.0719,79.461,149190.0,69.0
694,Never Enough,SIX60,Top Songs of 2021: New Zealand,0.761,0.65,8.0,-5.872,1.0,0.0322,0.121,5.3e-05,0.153,0.792,142.015,171016.0,34.0
695,Shotgun,George Ezra,Top Songs of 2021: New Zealand,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,201287.0,73.0
696,Supalonely (feat. Gus Dapperton),BENEE,Top Songs of 2021: New Zealand,0.862,0.631,7.0,-4.746,1.0,0.0515,0.291,0.000209,0.123,0.841,128.978,223488.0,58.0
697,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2021: New Zealand,0.798,0.676,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947.0,0.0
698,New Rules,Dua Lipa,Top Songs of 2021: New Zealand,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,77.0
699,Cold Heart (PNAU Remix),"Elton John, Dua Lipa",Top Songs of 2022: New Zealand,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735.0,82.0
700,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2022: New Zealand,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,83.0
701,Easy On Me,Adele,Top Songs of 2022: New Zealand,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,224695.0,81.0
702,As It Was,Harry Styles,Top Songs of 2022: New Zealand,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303.0,89.0
703,Bad Habits,Ed Sheeran,Top Songs of 2022: New Zealand,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747.0,83.0
704,Shivers,Ed Sheeran,Top Songs of 2022: New Zealand,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,207853.0,83.0
705,Heat Waves,Glass Animals,Top Songs of 2022: New Zealand,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,82.0
706,Where Are You Now,"Lost Frequencies, Calum Scott",Top Songs of 2022: New Zealand,0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966,148197.0,83.0
707,abcdefu,GAYLE,Top Songs of 2022: New Zealand,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,168602.0,81.0
708,INDUSTRY BABY,"Lil Nas X, Jack Harlow",Top Songs of 2022: New Zealand,0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000.0,80.0
709,Blinding Lights,The Weeknd,Top Songs of 2022: New Zealand,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,87.0
710,Dreams,Fleetwood Mac,Top Songs of 2022: New Zealand,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,79.0
711,First Class,Jack Harlow,Top Songs of 2022: New Zealand,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948.0,80.0
712,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2022: New Zealand,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,78.0
713,Go Your Own Way,Fleetwood Mac,Top Songs of 2022: New Zealand,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613.0,74.0
714,Woman,Doja Cat,Top Songs of 2022: New Zealand,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627.0,83.0
715,In the Air,L.A.B,Top Songs of 2022: New Zealand,0.974,0.643,9.0,-8.857,0.0,0.0452,0.105,0.00141,0.0833,0.967,117.985,252680.0,60.0
716,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2022: New Zealand,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
717,Save Your Tears (Remix),"The Weeknd, Ariana Grande",Top Songs of 2022: New Zealand,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,79.0
718,Down Under (feat. Colin Hay),Luude,Top Songs of 2022: New Zealand,0.308,0.861,11.0,-4.112,0.0,0.172,0.012,0.00103,0.277,0.0386,171.966,158774.0,66.0
719,Watermelon Sugar,Harry Styles,Top Songs of 2022: New Zealand,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,85.0
720,Pepeha,SIX60,Top Songs of 2022: New Zealand,0.416,0.33,0.0,-9.836,1.0,0.0258,0.374,1.68e-05,0.09,0.13,61.515,190000.0,38.0
721,I Ain't Worried,OneRepublic,Top Songs of 2022: New Zealand,0.704,0.797,0.0,-5.927,1.0,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486.0,90.0
722,About Damn Time,Lizzo,Top Songs of 2022: New Zealand,0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822.0,81.0
724,Ghost,Justin Bieber,Top Songs of 2022: New Zealand,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190.0,82.0
725,good 4 u,Olivia Rodrigo,Top Songs of 2022: New Zealand,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,82.0
726,THATS WHAT I WANT,Lil Nas X,Top Songs of 2022: New Zealand,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901.0,80.0
727,Under the Influence,Chris Brown,Top Songs of 2022: New Zealand,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613.0,88.0
728,Dance Monkey,Tones And I,Top Songs of 2022: New Zealand,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,74.0
729,Mr Reggae,L.A.B,Top Songs of 2022: New Zealand,0.829,0.701,7.0,-8.587,0.0,0.078,0.082,0.274,0.135,0.886,164.035,184120.0,56.0
730,Thinking Out Loud,Ed Sheeran,Top Songs of 2022: New Zealand,0.781,0.445,2.0,-6.061,1.0,0.0296,0.474,0.0,0.184,0.591,78.997,281560.0,0.0
731,Overpass Graffiti,Ed Sheeran,Top Songs of 2022: New Zealand,0.52,0.849,9.0,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908,236907.0,0.0
732,Oh My God,Adele,Top Songs of 2022: New Zealand,0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,225149.0,78.0
733,New Rules,Dua Lipa,Top Songs of 2022: New Zealand,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,77.0
734,The Motto,"Tiësto, Ava Max",Top Songs of 2022: New Zealand,0.754,0.763,7.0,-4.627,0.0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819.0,80.0
735,Happier Than Ever,Billie Eilish,Top Songs of 2022: New Zealand,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,298899.0,82.0
736,Lost,Frank Ocean,Top Songs of 2022: New Zealand,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,234093.0,80.0
737,Shape of You,Ed Sheeran,Top Songs of 2022: New Zealand,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,83.0
738,Don't Start Now,Dua Lipa,Top Songs of 2022: New Zealand,0.726,0.588,4.0,-12.406,0.0,0.0569,0.00168,0.00814,0.0809,0.673,114.988,267253.0,34.0
739,Levitating (feat. DaBaby),Dua Lipa,Top Songs of 2022: New Zealand,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,80.0
740,Enemy,"Imagine Dragons, JID, League of Legends",Top Songs of 2022: New Zealand,0.728,0.783,11.0,-4.424,0.0,0.266,0.237,0.0,0.434,0.555,77.011,173381.0,80.0
741,Better Days,"NEIKED, Mae Muller, Polo G",Top Songs of 2022: New Zealand,0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657.0,76.0
742,Mr. Brightside,The Killers,Top Songs of 2022: New Zealand,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973.0,82.0
743,Someone You Loved,Lewis Capaldi,Top Songs of 2022: New Zealand,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,84.0
744,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Top Songs of 2022: New Zealand,0.801,0.601,8.0,-7.574,0.0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,182907.0,82.0
745,Africa,Toto,Top Songs of 2022: New Zealand,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893.0,80.0
746,WAIT FOR U (feat. Drake & Tems),Future,Top Songs of 2022: New Zealand,0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,189893.0,83.0
747,Glimpse of Us,Joji,Top Songs of 2022: New Zealand,0.44,0.317,8.0,-9.258,1.0,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456.0,84.0
748,Rocket Man (I Think It's Going to Be a Long Long Time),Elton John,Top Songs of 2022: New Zealand,0.601,0.532,10.0,-9.119,1.0,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613.0,77.0
749,Need To Know,Doja Cat,Top Songs of 2022: New Zealand,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,210560.0,78.0
750,Riptide,Vance Joy,Top Songs of 2022: New Zealand,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,77.0
751,bad guy,Billie Eilish,Top Songs of 2022: New Zealand,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,79.0
752,Last Last,Burna Boy,Top Songs of 2022: New Zealand,0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,172342.0,75.0
753,Peaches (feat. Daniel Caesar & GIVĒON),Justin Bieber,Top Songs of 2022: New Zealand,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,80.0
754,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",Top Songs of 2022: New Zealand,0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,197443.0,74.0
755,Starboy (feat. Daft Punk),The Weeknd,Top Songs of 2022: New Zealand,0.784,0.583,7.0,-7.056,1.0,0.239,0.127,8.19e-06,0.468,0.474,93.055,227827.0,19.0
756,Controller,L.A.B,Top Songs of 2022: New Zealand,0.783,0.546,4.0,-10.531,1.0,0.0357,0.397,0.000398,0.0723,0.572,143.994,275080.0,54.0
757,Friday Night,King George,Top Songs of 2022: New Zealand,0.851,0.458,11.0,-7.945,1.0,0.0599,0.403,0.0,0.102,0.553,95.011,246072.0,52.0
758,Iris,The Goo Goo Dolls,Top Songs of 2022: New Zealand,0.315,0.715,11.0,-8.072,0.0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533.0,80.0
759,Big Energy,Latto,Top Songs of 2022: New Zealand,0.935,0.807,11.0,-3.838,0.0,0.114,0.0514,0.0,0.349,0.813,106.017,173182.0,71.0
760,Perfect,Ed Sheeran,Top Songs of 2022: New Zealand,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0,85.0
761,Running Up That Hill (A Deal with God),Kate Bush,Top Songs of 2022: New Zealand,0.625,0.533,10.0,-11.903,0.0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840.0,75.0
762,Memories,Maroon 5,Top Songs of 2022: New Zealand,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,82.0
763,Intentions (feat. Quavo),Justin Bieber,Top Songs of 2022: New Zealand,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,212867.0,72.0
764,All She Wrote,SIX60,Top Songs of 2022: New Zealand,0.8,0.527,7.0,-7.694,1.0,0.0915,0.196,1.08e-05,0.114,0.368,124.969,197865.0,41.0
765,Cover Me In Sunshine,"P!nk, Willow Sage Hart",Top Songs of 2022: New Zealand,0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,141050.0,70.0
766,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2022: New Zealand,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,81.0
767,Bam Bam (feat. Ed Sheeran),Camila Cabello,Top Songs of 2022: New Zealand,0.756,0.697,8.0,-6.377,1.0,0.0401,0.182,0.0,0.333,0.956,94.996,206071.0,78.0
768,No Role Modelz,J. Cole,Top Songs of 2022: New Zealand,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0,85.0
769,The Chain,Fleetwood Mac,Top Songs of 2022: New Zealand,0.545,0.67,9.0,-8.81,1.0,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213.0,77.0
770,Why Oh Why,L.A.B,Top Songs of 2022: New Zealand,0.772,0.535,9.0,-9.034,1.0,0.0675,0.0131,0.00147,0.142,0.775,81.986,290160.0,53.0
771,Fingers Crossed,Lauren Spencer Smith,Top Songs of 2022: New Zealand,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,175345.0,76.0
772,Late Night Talking,Harry Styles,Top Songs of 2022: New Zealand,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996,177955.0,86.0
773,Circles,Post Malone,Top Songs of 2022: New Zealand,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,82.0
774,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Top Songs of 2022: New Zealand,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,242096.0,79.0
775,35,"Rob Ruha, Ka Hao",Top Songs of 2022: New Zealand,0.591,0.63,9.0,-7.89,1.0,0.315,0.556,0.0,0.367,0.84,79.789,208640.0,49.0
776,she's all i wanna be,Tate McRae,Top Songs of 2022: New Zealand,0.614,0.644,2.0,-5.372,0.0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,206772.0,71.0
777,All Too Well (10 Minute Version) [Taylor's Version] [From The Vault],Taylor Swift,Top Songs of 2022: New Zealand,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,613027.0,78.0
778,Under the Sun,L.A.B,Top Songs of 2022: New Zealand,0.788,0.66,9.0,-9.186,1.0,0.0297,0.322,0.00018,0.0762,0.84,100.017,292360.0,50.0
779,Hrs & Hrs,Muni Long,Top Songs of 2022: New Zealand,0.52,0.546,8.0,-4.991,0.0,0.213,0.579,0.0,0.112,0.634,137.419,204317.0,73.0
780,when the party's over,Billie Eilish,Top Songs of 2022: New Zealand,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077.0,80.0
781,Dynamite,BTS,Top Songs of 2022: New Zealand,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0,79.0
782,I Hate U,SZA,Top Songs of 2022: New Zealand,0.533,0.417,7.0,-8.665,0.0,0.148,0.514,0.0,0.114,0.376,106.534,173907.0,76.0
783,Leave Before You Love Me,"Marshmello, Jonas Brothers",Top Songs of 2022: New Zealand,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983.0,80.0
784,Do It To It (feat. Cherish),Acraze,Top Songs of 2022: New Zealand,0.636,0.892,2.0,-5.573,1.0,0.0386,0.000422,0.0954,0.156,0.456,125.003,125280.0,63.0
786,Catching Feelings (feat. SIX60),Drax Project,Top Songs of 2022: New Zealand,0.396,0.521,3.0,-5.877,1.0,0.101,0.605,0.0,0.157,0.34,175.558,218854.0,58.0
787,Head & Heart (feat. MNEK),Joel Corry,Top Songs of 2022: New Zealand,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028.0,75.0
