,songs,artist_x,title,artist_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,country
1176,Trampoline,"SHAED, ZAYN",Top Songs of 2020: New Zealand,"SHAED, ZAYN",0.619,0.459,7.0,-5.782,0.0,0.0334,0.56,0.0,0.137,0.498,126.803,2020,New Zealand
1177,SUGAR,BROCKHAMPTON,Top Songs of 2020: New Zealand,BROCKHAMPTON,0.453,0.538,1.0,-8.212,1.0,0.0638,0.449,0.0,0.19,0.516,122.973,2020,New Zealand
1178,Shape of You,Ed Sheeran,Top Songs of 2020: New Zealand,Ed Sheeran,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,2020,New Zealand
1186,Bruises,Lewis Capaldi,Top Songs of 2020: New Zealand,Lewis Capaldi,0.736,0.308,4.0,-7.83,1.0,0.0677,0.946,0.0,0.186,0.361,111.202,2020,New Zealand
1187,Engineers,Hp Boyz,Top Songs of 2020: New Zealand,Hp Boyz,0.934,0.402,7.0,-10.843,1.0,0.294,0.306,1.97e-05,0.0931,0.306,99.954,2020,New Zealand
1188,ocean eyes,Billie Eilish,Top Songs of 2020: New Zealand,Billie Eilish,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,2020,New Zealand
1192,Body (feat. brando),Loud Luxury,Top Songs of 2020: New Zealand,Loud Luxury,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,2020,New Zealand
1196,Graveyard,Halsey,Top Songs of 2020: New Zealand,Halsey,0.667,0.583,11.0,-5.127,0.0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,2020,New Zealand
1198,Rover (feat. DTG),S1mba,Top Songs of 2020: New Zealand,S1mba,0.613,0.624,11.0,-6.66,0.0,0.206,0.496,0.0,0.283,0.803,62.948,2020,New Zealand
1199,Falling,Trevor Daniel,Top Songs of 2020: New Zealand,Trevor Daniel,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,2020,New Zealand
1200,Falling,Trevor Daniel,Top Songs of 2020: New Zealand,Harry Styles,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,2020,New Zealand
1204,Lights Up,Harry Styles,Top Songs of 2020: New Zealand,Harry Styles,0.575,0.621,10.0,-8.165,0.0,0.032,0.0392,0.0045,0.141,0.27,101.987,2020,New Zealand
1205,when the party's over,Billie Eilish,Top Songs of 2020: New Zealand,Billie Eilish,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,2020,New Zealand
1211,Controller,L.A.B,Top Songs of 2020: New Zealand,L.A.B,0.783,0.546,4.0,-10.531,1.0,0.0357,0.397,0.000398,0.0723,0.572,143.994,2020,New Zealand
1214,Soaked,BENEE,Top Songs of 2020: New Zealand,BENEE,0.793,0.588,9.0,-5.248,0.0,0.0353,0.464,0.0,0.105,0.601,93.004,2020,New Zealand
1216,Higher Love,"Kygo, Whitney Houston",Top Songs of 2020: New Zealand,"Kygo, Whitney Houston",0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,2020,New Zealand
1218,Breaking Me,"Topic, A7S",Top Songs of 2020: New Zealand,"Topic, A7S",0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,2020,New Zealand
1222,3 Nights,Dominic Fike,Top Songs of 2020: New Zealand,Dominic Fike,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,2020,New Zealand
1226,Misunderstood,Youngn Lipz,Top Songs of 2020: New Zealand,Youngn Lipz,0.882,0.674,7.0,-5.251,0.0,0.108,0.114,0.0,0.348,0.435,129.98,2020,New Zealand
1227,Vibes,SIX60,Top Songs of 2020: New Zealand,SIX60,0.825,0.44,5.0,-8.465,0.0,0.0349,0.0375,1.84e-05,0.0946,0.692,103.0,2020,New Zealand
1230,Blueberry Faygo,Lil Mosey,Top Songs of 2020: New Zealand,Lil Mosey,0.774,0.554,0.0,-7.909,1.0,0.0383,0.207,0.0,0.132,0.349,99.034,2020,New Zealand
1232,Find an Island,BENEE,Top Songs of 2020: New Zealand,BENEE,0.836,0.681,2.0,-3.793,0.0,0.0434,0.285,0.0,0.0729,0.854,81.554,2020,New Zealand
1233,SICKO MODE,Travis Scott,Top Songs of 2020: New Zealand,Travis Scott,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,2020,New Zealand
1239,Happier,"Marshmello, Bastille",Top Songs of 2020: New Zealand,"Marshmello, Bastille",0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,2020,New Zealand
1244,Sucker,Jonas Brothers,Top Songs of 2020: New Zealand,Jonas Brothers,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,2020,New Zealand
1248,Piece Of Your Heart,"Meduza, Goodboys",Top Songs of 2020: New Zealand,"Meduza, Goodboys",0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,2020,New Zealand
1251,What a Man Gotta Do,Jonas Brothers,Top Songs of 2020: New Zealand,Jonas Brothers,0.852,0.698,9.0,-7.206,1.0,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,2020,New Zealand
1253,Don't Call Me Up,Mabel,Top Songs of 2020: New Zealand,Mabel,0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,2020,New Zealand
1257,Dancing With A Stranger,"Sam Smith, Normani",Top Songs of 2020: New Zealand,"Sam Smith, Normani",0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,2020,New Zealand
1261,Lover,Taylor Swift,Top Songs of 2020: New Zealand,Taylor Swift,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,2020,New Zealand
1262,Like That (feat. Gucci Mane),Doja Cat,Top Songs of 2020: New Zealand,Doja Cat,0.879,0.498,4.0,-6.027,0.0,0.18,0.239,0.0,0.0967,0.405,106.044,2020,New Zealand
1263,Truth Hurts,Lizzo,Top Songs of 2020: New Zealand,Lizzo,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,2020,New Zealand
1269,Ghosts,SIX60,Top Songs of 2020: New Zealand,SIX60,0.579,0.708,0.0,-5.736,1.0,0.0545,0.318,0.0,0.109,0.376,95.009,2020,New Zealand
1270,lovely,"Billie Eilish, Khalid",Top Songs of 2020: New Zealand,"Billie Eilish, Khalid",0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,2020,New Zealand
1274,Better,Khalid,Top Songs of 2020: New Zealand,Khalid,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,2020,New Zealand
1278,Don't Give It Up,SIX60,Top Songs of 2020: New Zealand,SIX60,0.85,0.478,7.0,-6.369,1.0,0.0384,0.0166,1.05e-05,0.245,0.584,109.979,2020,New Zealand
1281,Sundown,SIX60,Top Songs of 2020: New Zealand,SIX60,0.794,0.553,4.0,-7.304,0.0,0.0434,0.402,0.00162,0.206,0.485,104.975,2020,New Zealand
1283,Levitating (feat. DaBaby),Dua Lipa,Top Songs of 2021: New Zealand,Dua Lipa,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,2021,New Zealand
1288,Blinding Lights,The Weeknd,Top Songs of 2021: New Zealand,The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,2021,New Zealand
1297,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2021: New Zealand,Doja Cat,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,2021,New Zealand
1303,positions,Ariana Grande,Top Songs of 2021: New Zealand,Ariana Grande,0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0,0.0931,0.682,144.015,2021,New Zealand
1306,In the Air,L.A.B,Top Songs of 2021: New Zealand,L.A.B,0.974,0.643,9.0,-8.857,0.0,0.0452,0.105,0.00141,0.0833,0.967,117.985,2021,New Zealand
1309,Dreams,Fleetwood Mac,Top Songs of 2021: New Zealand,Fleetwood Mac,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,2021,New Zealand
1315,good 4 u,Olivia Rodrigo,Top Songs of 2021: New Zealand,Olivia Rodrigo,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,2021,New Zealand
1321,Why Oh Why,L.A.B,Top Songs of 2021: New Zealand,L.A.B,0.772,0.535,9.0,-9.034,1.0,0.0675,0.0131,0.00147,0.142,0.775,81.986,2021,New Zealand
1323,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2021: New Zealand,"Jawsh 685, Jason Derulo",0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,2021,New Zealand
1327,Dynamite,BTS,Top Songs of 2021: New Zealand,BTS,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,2021,New Zealand
1330,Watermelon Sugar,Harry Styles,Top Songs of 2021: New Zealand,Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,2021,New Zealand
1337,HEARTBREAK ANNIVERSARY,GIVĒON,Top Songs of 2021: New Zealand,GIVĒON,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,2021,New Zealand
1339,Dance Monkey,Tones And I,Top Songs of 2021: New Zealand,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2021,New Zealand
1348,Controller,L.A.B,Top Songs of 2021: New Zealand,L.A.B,0.783,0.546,4.0,-10.531,1.0,0.0357,0.397,0.000398,0.0723,0.572,143.994,2021,New Zealand
1351,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2021: New Zealand,"The Kid LAROI, Justin Bieber",0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,2021,New Zealand
1357,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Top Songs of 2021: New Zealand,"Bruno Mars, Anderson .Paak, Silk Sonic",0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,2021,New Zealand
1360,Sundown,SIX60,Top Songs of 2021: New Zealand,SIX60,0.794,0.553,4.0,-7.304,0.0,0.0434,0.402,0.00162,0.206,0.485,104.975,2021,New Zealand
1362,Don't Start Now,Dua Lipa,Top Songs of 2021: New Zealand,,,,,,,,,,,,,2021,New Zealand
1363,Bad Habits,Ed Sheeran,Top Songs of 2021: New Zealand,Ed Sheeran,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,2021,New Zealand
1367,Go Crazy,"Chris Brown, Young Thug",Top Songs of 2021: New Zealand,"Chris Brown, Young Thug",0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,2021,New Zealand
1373,Someone You Loved,Lewis Capaldi,Top Songs of 2021: New Zealand,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,2021,New Zealand
1383,deja vu,Olivia Rodrigo,Top Songs of 2021: New Zealand,Olivia Rodrigo,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,2021,New Zealand
1386,MONTERO (Call Me By Your Name),Lil Nas X,Top Songs of 2021: New Zealand,Lil Nas X,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,2021,New Zealand
1391,you broke me first,Tate McRae,Top Songs of 2021: New Zealand,Tate McRae,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,2021,New Zealand
1393,Astronaut In The Ocean,Masked Wolf,Top Songs of 2021: New Zealand,Masked Wolf,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,2021,New Zealand
1395,All She Wrote,SIX60,Top Songs of 2021: New Zealand,SIX60,0.8,0.527,7.0,-7.694,1.0,0.0915,0.196,1.08e-05,0.114,0.368,124.969,2021,New Zealand
1397,Fade Away,SIX60,Top Songs of 2021: New Zealand,SIX60,0.514,0.68,1.0,-5.743,0.0,0.0632,0.269,9.09e-05,0.135,0.328,78.013,2021,New Zealand
1398,SO DONE,The Kid LAROI,Top Songs of 2021: New Zealand,The Kid LAROI,0.719,0.598,9.0,-6.254,1.0,0.077,0.232,0.0,0.115,0.303,142.592,2021,New Zealand
1400,Good Days,SZA,Top Songs of 2021: New Zealand,SZA,0.436,0.655,1.0,-8.37,0.0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,2021,New Zealand
1402,Dancing in the Moonlight (feat. NEIMY),Jubël,Top Songs of 2021: New Zealand,Jubël,0.659,0.615,11.0,-5.865,0.0,0.0644,0.27,0.0,0.187,0.193,119.843,2021,New Zealand
1403,WITHOUT YOU,The Kid LAROI,Top Songs of 2021: New Zealand,The Kid LAROI,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,2021,New Zealand
1407,Catching Feelings (feat. Six60),Drax Project,Top Songs of 2021: New Zealand,Drax Project,0.396,0.521,3.0,-5.877,1.0,0.101,0.605,0.0,0.157,0.34,175.558,2021,New Zealand
1408,The Greatest,SIX60,Top Songs of 2021: New Zealand,SIX60,0.616,0.621,2.0,-5.721,1.0,0.0456,0.323,1.48e-05,0.14,0.329,93.068,2021,New Zealand
1411,Take You Dancing,Jason Derulo,Top Songs of 2021: New Zealand,Jason Derulo,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,2021,New Zealand
1413,Help Me Out (feat. Sons Of Zion),Kings,Top Songs of 2021: New Zealand,,,,,,,,,,,,,2021,New Zealand
1414,Memories,Maroon 5,Top Songs of 2021: New Zealand,Maroon 5,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,2021,New Zealand
1421,Anyone,Justin Bieber,Top Songs of 2021: New Zealand,Justin Bieber,0.686,0.538,2.0,-8.026,1.0,0.0345,0.181,3.13e-06,0.113,0.584,115.884,2021,New Zealand
1423,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2021: New Zealand,"Lady Gaga, Bradley Cooper",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,2021,New Zealand
1432,The Business,Tiësto,Top Songs of 2021: New Zealand,Tiësto,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,2021,New Zealand
1435,Fly Away,Tones And I,Top Songs of 2021: New Zealand,Tones And I,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,2021,New Zealand
1438,bad guy,Billie Eilish,Top Songs of 2021: New Zealand,Billie Eilish,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,2021,New Zealand
1448,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2021: New Zealand,"benny blanco, Halsey, Khalid",0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,2021,New Zealand
1457,Bang!,AJR,Top Songs of 2021: New Zealand,AJR,0.74,0.517,1.0,-6.233,0.0,0.0506,0.0183,0.0,0.0558,0.698,139.917,2021,New Zealand
1458,willow,Taylor Swift,Top Songs of 2021: New Zealand,Taylor Swift,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,2021,New Zealand
1460,Cover Me In Sunshine,"P!nk, Willow Sage Hart",Top Songs of 2021: New Zealand,"P!nk, Willow Sage Hart",0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,2021,New Zealand
1464,What You Know Bout Love,Pop Smoke,Top Songs of 2021: New Zealand,Pop Smoke,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995,2021,New Zealand
1468,Hold On,Justin Bieber,Top Songs of 2021: New Zealand,Justin Bieber,0.658,0.634,1.0,-5.797,0.0,0.0413,0.0106,0.0,0.132,0.29,139.98,2021,New Zealand
1470,Up,Cardi B,Top Songs of 2021: New Zealand,Cardi B,0.868,0.795,11.0,-6.044,1.0,0.269,0.0012,0.0193,0.0461,0.819,166.0,2021,New Zealand
1473,Africa,Toto,Top Songs of 2021: New Zealand,Toto,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,2021,New Zealand
1476,Not My Neighbour,Niko Walters,Top Songs of 2021: New Zealand,Niko Walters,0.769,0.435,1.0,-9.867,1.0,0.478,0.251,6.7e-05,0.107,0.827,66.056,2021,New Zealand
1477,Monster,"Shawn Mendes, Justin Bieber",Top Songs of 2021: New Zealand,"Shawn Mendes, Justin Bieber",0.652,0.383,2.0,-7.076,0.0,0.0516,0.0676,0.0,0.0828,0.549,145.765,2021,New Zealand
1478,Breaking Me,"Topic, A7S",Top Songs of 2021: New Zealand,"Topic, A7S",0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,2021,New Zealand
1482,Whoopty,CJ,Top Songs of 2021: New Zealand,CJ,0.719,0.648,3.0,-7.6,0.0,0.125,0.2,0.0,0.127,0.66,140.201,2021,New Zealand
1485,Streets,Doja Cat,Top Songs of 2021: New Zealand,Doja Cat,0.749,0.463,11.0,-8.433,1.0,0.0842,0.21,0.0382,0.338,0.189,90.035,2021,New Zealand
1488,Circles,Post Malone,Top Songs of 2021: New Zealand,Post Malone,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,2021,New Zealand
1496,Please Don't Go,SIX60,Top Songs of 2021: New Zealand,SIX60,0.706,0.52,11.0,-6.427,0.0,0.197,0.364,0.0,0.201,0.702,176.018,2021,New Zealand
1498,traitor,Olivia Rodrigo,Top Songs of 2021: New Zealand,Olivia Rodrigo,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,2021,New Zealand
1501,Afterglow,Ed Sheeran,Top Songs of 2021: New Zealand,Ed Sheeran,0.641,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.328,0.273,110.184,2021,New Zealand
1502,Don't Give It Up,SIX60,Top Songs of 2021: New Zealand,SIX60,0.85,0.478,7.0,-6.369,1.0,0.0384,0.0166,1.05e-05,0.245,0.584,109.979,2021,New Zealand
1505,Beautiful Mistakes,"Maroon 5, Megan Thee Stallion",Top Songs of 2021: New Zealand,"Maroon 5, Megan Thee Stallion",0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,2021,New Zealand
1506,Adore You,Harry Styles,Top Songs of 2021: New Zealand,Harry Styles,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,2021,New Zealand
1511,Midnight Sky,Miley Cyrus,Top Songs of 2021: New Zealand,Miley Cyrus,0.699,0.805,4.0,-5.535,0.0,0.0345,0.00161,0.00177,0.249,0.232,109.976,2021,New Zealand
1513,Riptide,Vance Joy,Top Songs of 2021: New Zealand,Vance Joy,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,2021,New Zealand
1518,INDUSTRY BABY,"Lil Nas X, Jack Harlow",Top Songs of 2021: New Zealand,"Lil Nas X, Jack Harlow",0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,2021,New Zealand
1522,Rain On Me,"Lady Gaga, Ariana Grande",Top Songs of 2021: New Zealand,"Lady Gaga, Ariana Grande",0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,2021,New Zealand
1526,Vibes,SIX60,Top Songs of 2021: New Zealand,SIX60,0.825,0.44,5.0,-8.465,0.0,0.0349,0.0375,1.84e-05,0.0946,0.692,103.0,2021,New Zealand
1529,Thinking Out Loud,Ed Sheeran,Top Songs of 2021: New Zealand,Ed Sheeran,0.781,0.445,2.0,-6.061,1.0,0.0296,0.474,0.0,0.184,0.591,78.997,2021,New Zealand
1533,Long Gone,SIX60,Top Songs of 2021: New Zealand,SIX60,0.655,0.416,2.0,-6.449,1.0,0.0723,0.504,0.0,0.0804,0.536,91.863,2021,New Zealand
1535,Feel It Still,Portugal. The Man,Top Songs of 2021: New Zealand,Portugal. The Man,0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,2021,New Zealand
1537,Ride It,Regard,Top Songs of 2021: New Zealand,Regard,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2021,New Zealand
1541,Youngblood,5 Seconds of Summer,Top Songs of 2021: New Zealand,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,2021,New Zealand
1548,Yes I Do,L.A.B,Top Songs of 2021: New Zealand,L.A.B,0.847,0.517,10.0,-7.786,1.0,0.029,0.0484,0.0165,0.072,0.848,96.009,2021,New Zealand
1549,Save Your Tears,The Weeknd,Top Songs of 2021: New Zealand,The Weeknd,0.685,0.816,0.0,-5.496,1.0,0.0308,0.0216,2.05e-05,0.439,0.619,118.065,2021,New Zealand
1552,Before You Go,Lewis Capaldi,Top Songs of 2021: New Zealand,Lewis Capaldi,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,2021,New Zealand
1557,Lonely,"Justin Bieber, benny blanco",Top Songs of 2021: New Zealand,"Justin Bieber, benny blanco",0.619,0.241,11.0,-7.102,0.0,0.046,0.9,0.0,0.116,0.0719,79.461,2021,New Zealand
1559,Lonely,"Justin Bieber, benny blanco",Top Songs of 2021: New Zealand,"Diplo, Jonas Brothers",0.739,0.717,1.0,-5.123,1.0,0.0565,0.0611,0.0,0.206,0.529,98.047,2021,New Zealand
1561,Never Enough,SIX60,Top Songs of 2021: New Zealand,SIX60,0.761,0.65,8.0,-5.872,1.0,0.0322,0.121,5.3e-05,0.153,0.792,142.015,2021,New Zealand
1563,Shotgun,George Ezra,Top Songs of 2021: New Zealand,George Ezra,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,2021,New Zealand
1569,Supalonely (feat. Gus Dapperton),BENEE,Top Songs of 2021: New Zealand,BENEE,0.862,0.631,7.0,-4.746,1.0,0.0515,0.291,0.000209,0.123,0.841,128.978,2021,New Zealand
1572,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2021: New Zealand,,,,,,,,,,,,,2021,New Zealand
1573,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2022: New Zealand,"The Kid LAROI, Justin Bieber",0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,2022,New Zealand
1579,Easy On Me,Adele,Top Songs of 2022: New Zealand,Adele,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,2022,New Zealand
1582,As It Was,Harry Styles,Top Songs of 2022: New Zealand,Harry Styles,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,2022,New Zealand
1585,Bad Habits,Ed Sheeran,Top Songs of 2022: New Zealand,Ed Sheeran,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,2022,New Zealand
1589,Shivers,Ed Sheeran,Top Songs of 2022: New Zealand,Ed Sheeran,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,2022,New Zealand
1591,Heat Waves,Glass Animals,Top Songs of 2022: New Zealand,Glass Animals,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,2022,New Zealand
1597,Where Are You Now,"Lost Frequencies, Calum Scott",Top Songs of 2022: New Zealand,"Lost Frequencies, Calum Scott",0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966,2022,New Zealand
1599,abcdefu,GAYLE,Top Songs of 2022: New Zealand,GAYLE,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,2022,New Zealand
1602,INDUSTRY BABY,"Lil Nas X, Jack Harlow",Top Songs of 2022: New Zealand,"Lil Nas X, Jack Harlow",0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,2022,New Zealand
1606,Blinding Lights,The Weeknd,Top Songs of 2022: New Zealand,The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,2022,New Zealand
1615,Dreams,Fleetwood Mac,Top Songs of 2022: New Zealand,Fleetwood Mac,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,2022,New Zealand
1621,First Class,Jack Harlow,Top Songs of 2022: New Zealand,Jack Harlow,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,3.18e-06,0.111,0.332,107.005,2022,New Zealand
1624,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2022: New Zealand,Doja Cat,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,2022,New Zealand
1630,Go Your Own Way,Fleetwood Mac,Top Songs of 2022: New Zealand,Fleetwood Mac,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,2022,New Zealand
1632,Woman,Doja Cat,Top Songs of 2022: New Zealand,Doja Cat,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,2022,New Zealand
1634,In the Air,L.A.B,Top Songs of 2022: New Zealand,L.A.B,0.974,0.643,9.0,-8.857,0.0,0.0452,0.105,0.00141,0.0833,0.967,117.985,2022,New Zealand
1637,Watermelon Sugar,Harry Styles,Top Songs of 2022: New Zealand,Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,2022,New Zealand
1644,Pepeha,SIX60,Top Songs of 2022: New Zealand,SIX60,0.416,0.33,0.0,-9.836,1.0,0.0258,0.374,1.68e-05,0.09,0.13,61.515,2022,New Zealand
1645,I Ain't Worried,OneRepublic,Top Songs of 2022: New Zealand,OneRepublic,0.704,0.797,0.0,-5.927,1.0,0.0475,0.0826,0.000745,0.0546,0.825,139.994,2022,New Zealand
1647,About Damn Time,Lizzo,Top Songs of 2022: New Zealand,Lizzo,0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,2022,New Zealand
1649,Ghost,Justin Bieber,Top Songs of 2022: New Zealand,Justin Bieber,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,2022,New Zealand
1652,good 4 u,Olivia Rodrigo,Top Songs of 2022: New Zealand,Olivia Rodrigo,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,2022,New Zealand
1658,THATS WHAT I WANT,Lil Nas X,Top Songs of 2022: New Zealand,Lil Nas X,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,2022,New Zealand
