,songs,artist_x,title,artist_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,country
2642,You should be sad,Halsey,Top Songs of 2021: Australia,Halsey,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94,2021,Australia
2645,Up,Cardi B,Top Songs of 2021: Australia,Cardi B,0.868,0.795,11.0,-6.044,1.0,0.269,0.0012,0.0193,0.0461,0.819,166.0,2021,Australia
2648,Calling My Phone,"Lil Tjay, 6LACK",Top Songs of 2021: Australia,"Lil Tjay, 6LACK",0.907,0.393,4.0,-7.636,0.0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,2021,Australia
2650,Before You Go,Lewis Capaldi,Top Songs of 2021: Australia,Lewis Capaldi,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,2021,Australia
2655,Thunder,Imagine Dragons,Top Songs of 2021: Australia,Imagine Dragons,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,2021,Australia
2660,Beggin',Måneskin,Top Songs of 2021: Australia,Måneskin,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,2021,Australia
2662,Lovefool,twocolors,Top Songs of 2021: Australia,twocolors,0.677,0.766,6.0,-6.896,1.0,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,2021,Australia
2663,Bed,"Joel Corry, RAYE, Pierre David Guetta",Top Songs of 2021: Australia,,,,,,,,,,,,,2021,Australia
2664,Love Not War (The Tampa Beat),"Jason Derulo, Nuka",Top Songs of 2021: Australia,"Jason Derulo, Nuka",0.738,0.85,8.0,-3.049,1.0,0.0642,0.105,0.0,0.23,0.865,98.013,2021,Australia
2665,Go Crazy,"Chris Brown, Young Thug",Top Songs of 2021: Australia,"Chris Brown, Young Thug",0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,2021,Australia
2671,Lasting Lover,"Sigala, James Arthur",Top Songs of 2021: Australia,"Sigala, James Arthur",0.676,0.786,1.0,-4.529,1.0,0.0478,0.197,0.0,0.0943,0.483,125.983,2021,Australia
2672,Thinking Out Loud,Ed Sheeran,Top Songs of 2021: Australia,Ed Sheeran,0.781,0.445,2.0,-6.061,1.0,0.0296,0.474,0.0,0.184,0.591,78.997,2021,Australia
2676,RAPSTAR,Polo G,Top Songs of 2021: Australia,Polo G,0.789,0.536,6.0,-6.862,1.0,0.242,0.41,0.0,0.129,0.437,81.039,2021,Australia
2679,Prisoner (feat. Dua Lipa),Miley Cyrus,Top Songs of 2021: Australia,Miley Cyrus,0.781,0.67,3.0,-3.912,0.0,0.0452,0.0103,0.0,0.0761,0.595,127.99,2021,Australia
2680,Feel It Still,Portugal. The Man,Top Songs of 2021: Australia,Portugal. The Man,0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,2021,Australia
2682,Body (feat. brando),Loud Luxury,Top Songs of 2021: Australia,Loud Luxury,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,2021,Australia
2686,Adore You,Harry Styles,Top Songs of 2021: Australia,Harry Styles,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,2021,Australia
2691,Streets,Doja Cat,Top Songs of 2021: Australia,Doja Cat,0.749,0.463,11.0,-8.433,1.0,0.0842,0.21,0.0382,0.338,0.189,90.035,2021,Australia
2694,Lonely,"Justin Bieber, benny blanco",Top Songs of 2021: Australia,"Justin Bieber, benny blanco",0.619,0.241,11.0,-7.102,0.0,0.046,0.9,0.0,0.116,0.0719,79.461,2021,Australia
2696,Lonely,"Justin Bieber, benny blanco",Top Songs of 2021: Australia,"Diplo, Jonas Brothers",0.739,0.717,1.0,-5.123,1.0,0.0565,0.0611,0.0,0.206,0.529,98.047,2021,Australia
2698,Shotgun,George Ezra,Top Songs of 2021: Australia,George Ezra,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,2021,Australia
2704,Africa,Toto,Top Songs of 2021: Australia,Toto,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,2021,Australia
2707,New Rules,Dua Lipa,Top Songs of 2021: Australia,,,,,,,,,,,,,2021,Australia
2708,Everybody Rise,Amy Shark,Top Songs of 2021: Australia,Amy Shark,0.702,0.676,0.0,-6.679,1.0,0.0526,0.0335,0.0,0.102,0.65,103.057,2021,Australia
2709,Wonder,Shawn Mendes,Top Songs of 2021: Australia,Shawn Mendes,0.333,0.637,1.0,-4.904,0.0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,2021,Australia
2710,Counting Stars,OneRepublic,Top Songs of 2021: Australia,OneRepublic,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,2021,Australia
2712,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2022: Australia,"The Kid LAROI, Justin Bieber",0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,2022,Australia
2718,Bad Habits,Ed Sheeran,Top Songs of 2022: Australia,Ed Sheeran,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,2022,Australia
2722,Heat Waves,Glass Animals,Top Songs of 2022: Australia,Glass Animals,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,2022,Australia
2728,Shivers,Ed Sheeran,Top Songs of 2022: Australia,Ed Sheeran,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,2022,Australia
2730,As It Was,Harry Styles,Top Songs of 2022: Australia,Harry Styles,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,2022,Australia
2733,Easy On Me,Adele,Top Songs of 2022: Australia,Adele,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,2022,Australia
2736,Where Are You Now,"Lost Frequencies, Calum Scott",Top Songs of 2022: Australia,"Lost Frequencies, Calum Scott",0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966,2022,Australia
2738,abcdefu,GAYLE,Top Songs of 2022: Australia,GAYLE,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,2022,Australia
2741,Blinding Lights,The Weeknd,Top Songs of 2022: Australia,The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,2022,Australia
2750,First Class,Jack Harlow,Top Songs of 2022: Australia,Jack Harlow,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,3.18e-06,0.111,0.332,107.005,2022,Australia
2753,INDUSTRY BABY,"Lil Nas X, Jack Harlow",Top Songs of 2022: Australia,"Lil Nas X, Jack Harlow",0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,2022,Australia
2757,Riptide,Vance Joy,Top Songs of 2022: Australia,Vance Joy,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,2022,Australia
2762,THATS WHAT I WANT,Lil Nas X,Top Songs of 2022: Australia,Lil Nas X,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,2022,Australia
2764,Missing Piece,Vance Joy,Top Songs of 2022: Australia,Vance Joy,0.628,0.877,0.0,-4.205,1.0,0.046,0.0155,5.97e-06,0.113,0.721,101.992,2022,Australia
2765,About Damn Time,Lizzo,Top Songs of 2022: Australia,Lizzo,0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,2022,Australia
2767,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2022: Australia,Doja Cat,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,2022,Australia
2773,Ghost,Justin Bieber,Top Songs of 2022: Australia,Justin Bieber,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,2022,Australia
2776,Dreams,Fleetwood Mac,Top Songs of 2022: Australia,Fleetwood Mac,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,2022,Australia
2782,Watermelon Sugar,Harry Styles,Top Songs of 2022: Australia,Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,2022,Australia
2789,Go Your Own Way,Fleetwood Mac,Top Songs of 2022: Australia,Fleetwood Mac,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,2022,Australia
2791,Overpass Graffiti,Ed Sheeran,Top Songs of 2022: Australia,Ed Sheeran,0.52,0.849,9.0,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908,2022,Australia
2793,Thinking Out Loud,Ed Sheeran,Top Songs of 2022: Australia,Ed Sheeran,0.781,0.445,2.0,-6.061,1.0,0.0296,0.474,0.0,0.184,0.591,78.997,2022,Australia
2797,Thousand Miles,The Kid LAROI,Top Songs of 2022: Australia,The Kid LAROI,0.376,0.657,7.0,-4.658,1.0,0.0768,0.0858,0.0,0.0884,0.203,80.565,2022,Australia
2798,The Motto,"Tiësto, Ava Max",Top Songs of 2022: Australia,"Tiësto, Ava Max",0.754,0.763,7.0,-4.627,0.0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,2022,Australia
2800,Mr. Brightside,The Killers,Top Songs of 2022: Australia,The Killers,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,2022,Australia
2803,I Ain't Worried,OneRepublic,Top Songs of 2022: Australia,OneRepublic,0.704,0.797,0.0,-5.927,1.0,0.0475,0.0826,0.000745,0.0546,0.825,139.994,2022,Australia
2805,Shape of You,Ed Sheeran,Top Songs of 2022: Australia,Ed Sheeran,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,2022,Australia
2813,Do It To It (feat. Cherish),Acraze,Top Songs of 2022: Australia,Acraze,0.636,0.892,2.0,-5.573,1.0,0.0386,0.000422,0.0954,0.156,0.456,125.003,2022,Australia
2815,Running Up That Hill (A Deal with God),Kate Bush,Top Songs of 2022: Australia,Kate Bush,0.625,0.533,10.0,-11.903,0.0,0.0596,0.659,0.00266,0.0546,0.139,108.296,2022,Australia
2818,Youngblood,5 Seconds of Summer,Top Songs of 2022: Australia,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,2022,Australia
2825,she's all i wanna be,Tate McRae,Top Songs of 2022: Australia,Tate McRae,0.614,0.644,2.0,-5.372,0.0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,2022,Australia
2827,New Rules,Dua Lipa,Top Songs of 2022: Australia,,,,,,,,,,,,,2022,Australia
2828,Levitating (feat. DaBaby),Dua Lipa,Top Songs of 2022: Australia,Dua Lipa,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,2022,Australia
2833,Someone You Loved,Lewis Capaldi,Top Songs of 2022: Australia,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,2022,Australia
2843,Woman,Doja Cat,Top Songs of 2022: Australia,Doja Cat,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,2022,Australia
2845,Don't Start Now,Dua Lipa,Top Songs of 2022: Australia,,,,,,,,,,,,,2022,Australia
2846,Better Days,"NEIKED, Mae Muller, Polo G",Top Songs of 2022: Australia,"NEIKED, Mae Muller, Polo G",0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,2022,Australia
2848,Oh My God,Adele,Top Songs of 2022: Australia,Adele,0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,2022,Australia
2850,Perfect,Ed Sheeran,Top Songs of 2022: Australia,Ed Sheeran,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,2022,Australia
2853,Looks Like Me,Dean Lewis,Top Songs of 2022: Australia,Dean Lewis,0.769,0.724,11.0,-5.12,1.0,0.0864,0.548,0.0,0.161,0.464,110.659,2022,Australia
2854,Astronaut in the Ocean,Masked Wolf,Top Songs of 2022: Australia,Masked Wolf,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,2022,Australia
2856,Lost,Frank Ocean,Top Songs of 2022: Australia,Frank Ocean,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,2022,Australia
2859,Under the Influence,Chris Brown,Top Songs of 2022: Australia,Chris Brown,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,2022,Australia
2862,Acapulco,Jason Derulo,Top Songs of 2022: Australia,Jason Derulo,0.774,0.792,10.0,-4.021,1.0,0.0523,0.051,0.0,0.155,0.507,122.062,2022,Australia
2863,Happier Than Ever,Billie Eilish,Top Songs of 2022: Australia,Billie Eilish,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,2022,Australia
2865,Beggin',Måneskin,Top Songs of 2022: Australia,Måneskin,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,2022,Australia
2867,One Right Now,"Post Malone, The Weeknd",Top Songs of 2022: Australia,"Post Malone, The Weeknd",0.687,0.781,1.0,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014,2022,Australia
2869,Walking On a Dream,Empire of the Sun,Top Songs of 2022: Australia,Empire of the Sun,0.871,0.701,5.0,-5.594,0.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,2022,Australia
2870,When It Rains It Pours,Luke Combs,Top Songs of 2022: Australia,Luke Combs,0.551,0.801,6.0,-5.069,1.0,0.0303,0.013,6.03e-06,0.265,0.625,128.027,2022,Australia
2871,The Business,Tiësto,Top Songs of 2022: Australia,Tiësto,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,2022,Australia
2874,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2022: Australia,"benny blanco, Halsey, Khalid",0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,2022,Australia
2883,The Nosebleed Section,Hilltop Hoods,Top Songs of 2022: Australia,Hilltop Hoods,0.845,0.828,1.0,-5.447,1.0,0.164,0.513,1.35e-06,0.0906,0.909,97.45,2022,Australia
2885,WITHOUT YOU,The Kid LAROI,Top Songs of 2022: Australia,The Kid LAROI,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,2022,Australia
2889,Fancy Like,Walker Hayes,Top Songs of 2022: Australia,Walker Hayes,0.647,0.765,1.0,-6.459,1.0,0.06,0.111,0.0,0.315,0.855,79.994,2022,Australia
2890,Believer,Imagine Dragons,Top Songs of 2022: Australia,Imagine Dragons,0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,2022,Australia
2892,Say Nothing (feat. MAY-A),Flume,Top Songs of 2022: Australia,Flume,0.477,0.824,2.0,-1.953,0.0,0.0623,0.0966,5.55e-05,0.12,0.3,129.942,2022,Australia
2893,MONTERO (Call Me By Your Name),Lil Nas X,Top Songs of 2022: Australia,Lil Nas X,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,2022,Australia
2898,Cover Me In Sunshine,"P!nk, Willow Sage Hart",Top Songs of 2022: Australia,"P!nk, Willow Sage Hart",0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,2022,Australia
2902,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Top Songs of 2022: Australia,Doja Cat,0.801,0.601,8.0,-7.574,0.0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,2022,Australia
2904,Need To Know,Doja Cat,Top Songs of 2022: Australia,Doja Cat,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,2022,Australia
2908,Counting Stars,OneRepublic,Top Songs of 2022: Australia,OneRepublic,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,2022,Australia
2910,Circles,Post Malone,Top Songs of 2022: Australia,Post Malone,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,2022,Australia
2918,Sunroof,"Nicky Youre, Dazy",Top Songs of 2022: Australia,"Nicky Youre, Dazy",0.768,0.714,10.0,-5.11,1.0,0.0401,0.352,0.0,0.15,0.842,131.443,2022,Australia
2919,Be Alright,Dean Lewis,Top Songs of 2022: Australia,Dean Lewis,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,2022,Australia
2924,Wake Me Up,Avicii,Top Songs of 2022: Australia,Avicii,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,2022,Australia
2925,Beautiful Crazy,Luke Combs,Top Songs of 2022: Australia,Luke Combs,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,2022,Australia
2929,On My Knees,RÜFÜS DU SOL,Top Songs of 2022: Australia,RÜFÜS DU SOL,0.683,0.571,1.0,-7.721,1.0,0.0286,0.0335,0.0616,0.0957,0.29,120.044,2022,Australia
2930,Without Me,Eminem,Top Songs of 2022: Australia,Halsey,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,2022,Australia
2933,Without Me,Eminem,Top Songs of 2022: Australia,Eminem,0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,2022,Australia
2934,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2022: Australia,"Lady Gaga, Bradley Cooper",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,2022,Australia
2943,Take My Breath,The Weeknd,Top Songs of 2022: Australia,The Weeknd,0.698,0.769,8.0,-7.154,1.0,0.0368,0.0128,0.00166,0.238,0.354,121.02,2022,Australia
2944,Surface Pressure,Jessica Darrow,Top Songs of 2022: Australia,Jessica Darrow,0.65,0.584,2.0,-8.286,1.0,0.307,0.0174,1.54e-06,0.042,0.37,180.088,2022,Australia
2945,The A Team,Ed Sheeran,Top Songs of 2022: Australia,Ed Sheeran,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.996,2022,Australia
2946,Fly Away,Tones And I,Top Songs of 2022: Australia,Tones And I,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,2022,Australia
2949,Rolling in the Deep,Adele,Top Songs of 2022: Australia,Adele,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,2022,Australia
2951,Leave Before You Love Me,"Marshmello, Jonas Brothers",Top Songs of 2022: Australia,"Marshmello, Jonas Brothers",0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,2022,Australia
2953,Hurtless,Dean Lewis,Top Songs of 2022: Australia,Dean Lewis,0.37,0.559,0.0,-5.589,1.0,0.0526,0.186,0.0,0.121,0.316,162.816,2022,Australia
2954,Moth To A Flame,"Swedish House Mafia, The Weeknd",Top Songs of 2022: Australia,"Swedish House Mafia, The Weeknd",0.553,0.659,8.0,-7.295,1.0,0.0391,0.0027,0.0,0.105,0.105,120.146,2022,Australia
2955,Thunder,Imagine Dragons,Top Songs of 2022: Australia,Imagine Dragons,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,2022,Australia
2960,Late Night Talking,Harry Styles,Top Songs of 2022: Australia,Harry Styles,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996,2022,Australia
2962,Memories,Maroon 5,Top Songs of 2022: Australia,Maroon 5,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,2022,Australia
2969,Sex On Fire,Kings of Leon,Top Songs of 2022: Australia,Kings of Leon,0.542,0.905,9.0,-5.653,1.0,0.054,0.00172,0.0104,0.136,0.374,153.398,2022,Australia
2971,Castle on the Hill,Ed Sheeran,Top Songs of 2022: Australia,Ed Sheeran,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,2022,Australia
